record_type,model_time,forecast_time_hkt,temperature_c,weather_icon,daily_min_c,daily_max_c,last_modified,source
hourly,2026090900,2026-09-14T07:00:00+08:00,27.3,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-14T08:00:00+08:00,27.7,52,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-14T09:00:00+08:00,28.3,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-14T10:00:00+08:00,29.1,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-14T11:00:00+08:00,29.7,50,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-14T12:00:00+08:00,30.0,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-14T13:00:00+08:00,30.5,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-14T14:00:00+08:00,30.6,50,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-14T15:00:00+08:00,31.0,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-14T16:00:00+08:00,30.7,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-14T17:00:00+08:00,30.2,50,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-14T18:00:00+08:00,29.6,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-14T19:00:00+08:00,28.9,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-14T20:00:00+08:00,28.6,71,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-14T21:00:00+08:00,28.4,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-14T22:00:00+08:00,28.2,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-14T23:00:00+08:00,28.0,71,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-15T00:00:00+08:00,27.8,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-15T01:00:00+08:00,27.5,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-15T02:00:00+08:00,27.1,71,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-15T03:00:00+08:00,26.9,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-15T04:00:00+08:00,26.7,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-15T05:00:00+08:00,26.6,71,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-15T06:00:00+08:00,26.8,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-15T07:00:00+08:00,27.0,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-15T08:00:00+08:00,27.5,50,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-15T09:00:00+08:00,28.0,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-15T10:00:00+08:00,28.8,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-15T11:00:00+08:00,29.4,50,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-15T12:00:00+08:00,29.7,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-15T13:00:00+08:00,30.2,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-15T14:00:00+08:00,30.4,50,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-15T15:00:00+08:00,30.9,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-15T16:00:00+08:00,30.6,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-15T17:00:00+08:00,30.2,50,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-15T18:00:00+08:00,29.5,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-15T19:00:00+08:00,28.7,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-15T20:00:00+08:00,28.4,71,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-15T21:00:00+08:00,28.2,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-15T22:00:00+08:00,28.0,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-15T23:00:00+08:00,27.8,711,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-16T00:00:00+08:00,27.6,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-16T01:00:00+08:00,27.4,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-16T02:00:00+08:00,27.1,711,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-16T03:00:00+08:00,26.8,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-16T04:00:00+08:00,26.6,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-16T05:00:00+08:00,26.4,712,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-16T06:00:00+08:00,26.4,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-16T07:00:00+08:00,26.6,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-16T08:00:00+08:00,27.0,51,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-16T09:00:00+08:00,27.7,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-16T10:00:00+08:00,28.5,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-16T11:00:00+08:00,29.2,50,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-16T12:00:00+08:00,29.6,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-16T13:00:00+08:00,30.2,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-16T14:00:00+08:00,30.6,50,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-16T15:00:00+08:00,31.0,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-16T16:00:00+08:00,30.7,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-16T17:00:00+08:00,30.3,50,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-16T18:00:00+08:00,29.7,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-16T19:00:00+08:00,28.9,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-16T20:00:00+08:00,28.6,71,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-16T21:00:00+08:00,28.4,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-16T22:00:00+08:00,28.2,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-16T23:00:00+08:00,28.1,71,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-17T00:00:00+08:00,27.9,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-17T01:00:00+08:00,27.8,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-17T02:00:00+08:00,27.5,71,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-17T03:00:00+08:00,27.2,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-17T04:00:00+08:00,27.0,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-17T05:00:00+08:00,26.8,71,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-17T06:00:00+08:00,26.7,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-17T07:00:00+08:00,26.9,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-17T08:00:00+08:00,27.3,50,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-17T09:00:00+08:00,27.9,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-17T10:00:00+08:00,28.6,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-17T11:00:00+08:00,29.3,50,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-17T12:00:00+08:00,29.6,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-17T13:00:00+08:00,30.2,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-17T14:00:00+08:00,30.5,50,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-17T15:00:00+08:00,30.9,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-17T16:00:00+08:00,30.6,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-17T17:00:00+08:00,30.2,50,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-17T18:00:00+08:00,29.5,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-17T19:00:00+08:00,28.7,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-17T20:00:00+08:00,28.4,72,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-17T21:00:00+08:00,28.2,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-17T22:00:00+08:00,28.0,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-17T23:00:00+08:00,27.9,72,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-18T00:00:00+08:00,27.7,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-18T01:00:00+08:00,27.5,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-18T02:00:00+08:00,27.3,72,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-18T03:00:00+08:00,27.0,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-18T04:00:00+08:00,26.8,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-18T05:00:00+08:00,26.6,72,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-18T06:00:00+08:00,26.6,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-18T07:00:00+08:00,26.8,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-18T08:00:00+08:00,27.2,50,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-18T09:00:00+08:00,27.8,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-18T10:00:00+08:00,28.6,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-18T11:00:00+08:00,29.3,50,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-18T12:00:00+08:00,29.6,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-18T13:00:00+08:00,30.3,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-18T14:00:00+08:00,30.6,50,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-18T15:00:00+08:00,31.0,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-18T16:00:00+08:00,30.7,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-18T17:00:00+08:00,30.3,50,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-18T18:00:00+08:00,29.7,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-18T19:00:00+08:00,29.0,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-18T20:00:00+08:00,28.7,72,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-18T21:00:00+08:00,28.5,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-18T22:00:00+08:00,28.3,,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-18T23:00:00+08:00,28.1,721,,,20260910011157,HKO.xml
hourly,2026090900,2026-09-19T00:00:00+08:00,27.8,,,,20260910011157,HKO.xml
daily,2026090900,2026-09-10T00:00:00+08:00,,50,26.0,32.0,20260910011157,HKO.xml
daily,2026090900,2026-09-11T00:00:00+08:00,,50,25.0,31.0,20260910011157,HKO.xml
daily,2026090900,2026-09-12T00:00:00+08:00,,51,25.0,30.0,20260910011157,HKO.xml
daily,2026090900,2026-09-13T00:00:00+08:00,,62,26.0,30.0,20260910011157,HKO.xml
daily,2026090900,2026-09-14T00:00:00+08:00,,51,26.8,31.0,20260910011157,HKO.xml
daily,2026090900,2026-09-15T00:00:00+08:00,,50,26.6,30.9,20260910011157,HKO.xml
daily,2026090900,2026-09-16T00:00:00+08:00,,50,26.4,31.0,20260910011157,HKO.xml
daily,2026090900,2026-09-17T00:00:00+08:00,,50,26.7,30.9,20260910011157,HKO.xml
daily,2026090900,2026-09-18T00:00:00+08:00,,50,26.6,31.0,20260910011157,HKO.xml
